edge,weight
0-1,1155.08
0-2,598.37
0-3,967.31
0-4,987.86
0-5,86.34
0-6,1199.47
0-7,421.98
0-8,406.28
0-9,552.22
0-10,1030.78
0-11,458.79
0-12,1688.74
0-13,966.28
0-14,105.05
1-2,2391.36
1-3,97.5
1-4,553.88
1-5,5293.59
1-6,4747.46
1-7,511.47
1-8,1139.92
1-9,1146.21
1-10,583.26
1-11,2272.95
1-12,989.99
1-13,984.97
1-14,4034.21
2-3,1038.6
2-4,119.39
2-5,901.36
2-6,90.17
2-7,917.66
2-8,116.06
2-9,404.98
2-10,466.66
2-11,2232.52
2-12,101.12
2-13,934.76
2-14,111.19
3-4,5491.53
3-5,4135.57
3-6,1813.9
3-7,559.3
3-8,1609.9
3-9,456.88
3-10,1004.01
3-11,81.98
3-12,1043.67
3-13,992.7
3-14,843.06
4-5,5712.3
4-6,949.5
4-7,2088.29
4-8,1620.34
4-9,990.13
4-10,91.17
4-11,83.59
4-12,965.8
4-13,2173.93
4-14,4974.75
5-6,117.51
5-7,106.65
5-8,426.16
5-9,554.93
5-10,534.33
5-11,506.2
5-12,114.71
5-13,2348.55
5-14,2225.18
6-7,116.33
6-8,439.24
6-9,483.44
6-10,2289.68
6-11,113.54
6-12,4085.7
6-13,2365.0
6-14,1031.83
7-8,5254.21
7-9,1157.08
7-10,808.66
7-11,117.87
7-12,5132.82
7-13,1760.53
7-14,92.88
8-9,4964.53
8-10,5752.98
8-11,921.26
8-12,1683.84
8-13,1011.69
8-14,422.51
9-10,4730.79
9-11,1044.29
9-12,1694.57
9-13,821.3
9-14,4260.66
10-11,98.26
10-12,4431.36
10-13,1113.33
10-14,82.56
11-12,474.58
11-13,1167.8
11-14,1756.62
12-13,1111.24
12-14,1160.7
13-14,468.67
