node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,8,128,tier1_hospital,0.999,high,10000
1,clinic_001,1000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.937,high,10000
2,research_center_002,10000,tier_3,256,HIPAA,32,512,research_center,0.997,critical,100000
3,mobile_unit_003,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.812,high,5000
4,edge_device_004,100,tier_2,4,local,0,32,edge_device,0.701,high,500
5,hospital_005,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.999,standard,50000
6,clinic_006,2000,tier_2,64,local,8,128,tier2_hospital,0.909,high,20000
7,research_center_007,5000,tier_3,128,local,8,1024,research_center,0.992,high,20000
8,mobile_unit_008,100,tier_1,4,local,2,16,mobile_unit,0.755,high,2000
9,edge_device_009,100,tier_2,2,HIPAA,0,32,edge_device,0.757,standard,1000
10,hospital_010,5000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.97,standard,50000
11,clinic_011,2000,tier_2,16,GDPR,2,128,tier2_hospital,0.948,critical,20000
12,research_center_012,20000,tier_3,128,HIPAA,16,1024,research_center,0.998,high,20000
13,mobile_unit_013,1000,tier_1,8,local,2,16,mobile_unit,0.851,standard,1000
14,edge_device_014,100,tier_2,8,local,1,32,edge_device,0.772,critical,1000
