timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753389816.0932148,1,5,"[4, 1, 0]",3,0.6,0.6,"{4: 1.0, 1: 1.0, 0: 1.0}",,,
1753389843.7100904,2,5,"[4, 0, 3]",3,0.6,0.6,"{4: 1.0, 0: 1.0, 3: 1.0}",,,
1753389870.915792,3,5,"[3, 1, 4]",3,0.6,0.6,"{3: 1.0, 1: 1.0, 4: 1.0}",,,
1753389879.467302,4,5,"[4, 1, 3]",3,0.6,0.6,"{4: 1.0, 1: 1.0, 3: 1.0}",,,
1753389887.6428428,5,5,"[1, 3, 4]",3,0.6,0.6,"{1: 1.0, 3: 1.0, 4: 1.0}",,,
1753389895.95395,6,5,"[3, 1, 0]",3,0.6,0.6,"{3: 1.0, 1: 1.0, 0: 1.0}",,,
1753389904.3041828,7,5,"[0, 3, 1]",3,0.6,0.6,"{0: 1.0, 3: 1.0, 1: 1.0}",,,
1753389912.6022577,8,5,"[3, 1, 4]",3,0.6,0.6,"{3: 1.0, 1: 1.0, 4: 1.0}",,,
1753389920.9689887,9,5,"[3, 4, 2]",3,0.6,0.6,"{3: 1.0, 4: 1.0, 2: 1.0}",,,
1753389943.3070269,10,5,"[4, 3, 0]",3,0.6,0.6,"{4: 1.0, 3: 1.0, 0: 1.0}",,,
