edge,weight
0-1,5671.63
0-2,442.1
0-3,4913.55
0-4,421.1
0-5,5935.96
0-6,570.97
0-7,5224.5
0-8,809.85
0-9,400.85
0-10,94.49
0-11,5461.75
0-12,1068.84
0-13,90.69
0-14,487.95
1-2,2008.79
1-3,5711.91
1-4,816.23
1-5,1027.36
1-6,4224.65
1-7,4788.59
1-8,403.74
1-9,88.78
1-10,467.32
1-11,809.22
1-12,1723.69
1-13,2395.96
1-14,433.74
2-3,598.28
2-4,508.99
2-5,4666.57
2-6,5853.98
2-7,4007.6
2-8,1745.39
2-9,1986.05
2-10,582.39
2-11,5918.71
2-12,864.68
2-13,101.62
2-14,1073.96
3-4,4942.96
3-5,547.84
3-6,5383.85
3-7,2248.0
3-8,470.34
3-9,85.49
3-10,550.09
3-11,1156.82
3-12,5522.06
3-13,117.1
3-14,1666.38
4-5,494.33
4-6,1078.07
4-7,845.04
4-8,1162.25
4-9,462.2
4-10,96.35
4-11,802.82
4-12,458.99
4-13,104.45
4-14,495.51
5-6,1962.06
5-7,1158.81
5-8,4350.69
5-9,911.1
5-10,1991.91
5-11,526.29
5-12,439.16
5-13,2019.71
5-14,449.11
6-7,81.4
6-8,116.66
6-9,97.19
6-10,478.19
6-11,2346.95
6-12,2299.15
6-13,409.34
6-14,5654.7
7-8,594.19
7-9,998.5
7-10,98.56
7-11,877.85
7-12,5634.18
7-13,479.87
7-14,117.46
8-9,861.0
8-10,2261.22
8-11,4734.12
8-12,5778.12
8-13,880.47
8-14,1131.44
9-10,1052.69
9-11,83.02
9-12,517.42
9-13,483.85
9-14,2011.51
10-11,2007.66
10-12,109.98
10-13,924.28
10-14,5065.12
11-12,2213.54
11-13,2186.21
11-14,1047.72
12-13,547.19
12-14,93.72
13-14,2353.15
