node_id,latitude,longitude
0,43.994498,-92.472811
1,39.310347,-76.639969
2,37.411107,-122.184481
3,42.328886,-71.089609
4,34.080595,-118.213268
5,51.50954,-0.112206
6,48.901098,2.3807
7,35.654483,139.633068
8,1.399699,103.775658
9,-33.868968,151.199096
10,44.043114,-92.433345
11,39.270812,-76.658631
12,37.459736,-122.159946
13,42.39817,-71.088452
14,34.020239,-118.291114
15,51.513585,-0.157906
16,48.813063,2.364434
17,35.705449,139.63337
18,1.375681,103.816133
19,-33.893082,151.213534
