node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.062529,-92.423496,north_america,America/Chicago
1,Baltimore,USA,39.255537,-76.57204,europe,America/New_York
2,Palo Alto,USA,37.435399,-122.101173,asia_pacific,America/Los_Angeles
3,Boston,USA,42.394083,-71.032789,south_america,America/New_York
4,Los Angeles,USA,34.095361,-118.277595,africa,America/Los_Angeles
5,London,UK,51.495855,-0.176741,north_america,Europe/London
6,Paris,France,48.904717,2.361876,europe,Europe/Paris
7,Tokyo,Japan,35.697222,139.671197,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.345122,103.77928,south_america,Asia/Singapore
9,Sydney,Australia,-33.82375,151.161092,africa,Australia/Sydney
