node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,8,128,tier1_hospital,0.954,high,50000
1,clinic_001,2000,tier_2,16,HIPAA,2,256,tier2_hospital,0.965,high,5000
2,research_center_002,5000,tier_3,256,HIPAA,32,512,research_center,0.998,critical,100000
3,mobile_unit_003,100,tier_1,4,GDPR,2,32,mobile_unit,0.854,critical,5000
4,edge_device_004,100,tier_2,8,GDPR,0,8,edge_device,0.742,critical,2000
5,hospital_005,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.989,standard,10000
6,clinic_006,5000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.944,critical,5000
7,research_center_007,5000,tier_3,256,PIPEDA,16,1024,research_center,0.985,standard,20000
8,mobile_unit_008,1000,tier_1,4,local,1,32,mobile_unit,0.781,high,1000
9,edge_device_009,50,tier_2,4,local,1,16,edge_device,0.882,high,1000
10,hospital_010,10000,tier_1,128,GDPR,8,128,tier1_hospital,0.976,high,50000
11,clinic_011,1000,tier_2,64,PIPEDA,2,64,tier2_hospital,0.956,standard,20000
12,research_center_012,5000,tier_3,256,local,16,256,research_center,0.997,standard,100000
13,mobile_unit_013,100,tier_1,4,GDPR,2,32,mobile_unit,0.823,standard,5000
14,edge_device_014,100,tier_2,8,GDPR,0,32,edge_device,0.856,standard,1000
15,hospital_015,2000,tier_1,64,PIPEDA,8,128,tier1_hospital,0.971,critical,10000
16,clinic_016,2000,tier_2,16,GDPR,4,64,tier2_hospital,0.978,critical,20000
17,research_center_017,5000,tier_3,128,local,16,256,research_center,0.998,critical,20000
18,mobile_unit_018,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.842,critical,1000
19,edge_device_019,500,tier_2,4,GDPR,1,8,edge_device,0.849,standard,2000
20,hospital_020,10000,tier_1,128,PIPEDA,16,512,tier1_hospital,0.992,high,50000
21,clinic_021,5000,tier_2,16,GDPR,4,64,tier2_hospital,0.961,standard,5000
22,research_center_022,5000,tier_3,128,PIPEDA,8,512,research_center,0.992,standard,20000
23,mobile_unit_023,1000,tier_1,4,local,2,32,mobile_unit,0.769,standard,5000
24,edge_device_024,50,tier_2,4,HIPAA,0,8,edge_device,0.859,standard,1000
25,hospital_025,10000,tier_1,32,GDPR,4,128,tier1_hospital,0.95,high,50000
26,clinic_026,5000,tier_2,32,GDPR,8,64,tier2_hospital,0.916,high,5000
27,research_center_027,10000,tier_3,64,local,8,1024,research_center,0.988,high,50000
28,mobile_unit_028,1000,tier_1,4,HIPAA,1,16,mobile_unit,0.822,critical,5000
29,edge_device_029,50,tier_2,8,local,0,16,edge_device,0.727,high,500
