edge,weight
0-1,478.2
0-2,2356.77
0-3,1088.49
0-4,491.19
0-5,1662.94
0-6,890.39
0-7,2123.16
0-8,859.32
0-9,5548.56
1-2,93.72
1-3,5835.43
1-4,586.61
1-5,103.57
1-6,1754.31
1-7,545.75
1-8,542.26
1-9,94.98
2-3,2297.1
2-4,95.82
2-5,90.15
2-6,457.56
2-7,113.53
2-8,4632.0
2-9,5925.5
3-4,102.03
3-5,553.89
3-6,2045.49
3-7,4688.35
3-8,421.19
3-9,87.23
4-5,513.59
4-6,1780.64
4-7,490.71
4-8,5616.24
4-9,108.29
5-6,4721.72
5-7,530.86
5-8,1115.6
5-9,1657.56
6-7,1133.42
6-8,975.38
6-9,1671.41
7-8,536.56
7-9,4004.37
8-9,4455.72
