timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753391646.4415033,1,10,"[6, 7]",2,0.2,0.2,"{6: 1.0, 7: 1.0}",,,
1753391667.8892257,2,10,"[5, 9]",2,0.2,0.2,"{5: 1.0, 9: 1.0}",,,
1753391689.6986647,3,10,"[5, 6]",2,0.2,0.2,"{5: 1.0, 6: 1.0}",,,
1753391696.348892,4,10,"[6, 8]",2,0.2,0.2,"{6: 1.0, 8: 1.0}",,,
1753391721.2889526,5,10,"[8, 3]",2,0.2,0.2,"{8: 1.0, 3: 1.0}",,,
1753391743.9259057,6,10,"[4, 8]",2,0.2,0.2,"{4: 1.0, 8: 1.0}",,,
1753391764.4628737,7,10,"[4, 0]",2,0.2,0.2,"{4: 1.0, 0: 1.0}",,,
1753391784.480927,8,10,"[5, 0]",2,0.2,0.2,"{5: 1.0, 0: 1.0}",,,
1753391791.30288,9,10,"[8, 5]",2,0.2,0.2,"{8: 1.0, 5: 1.0}",,,
1753391799.4395769,10,10,"[3, 4]",2,0.2,0.2,"{3: 1.0, 4: 1.0}",,,
