node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.955,standard,20000
1,clinic_001,2000,tier_2,32,HIPAA,8,256,tier2_hospital,0.97,standard,20000
2,research_center_002,20000,tier_3,256,GDPR,16,256,research_center,0.983,critical,100000
3,mobile_unit_003,500,tier_1,8,HIPAA,1,64,mobile_unit,0.835,standard,5000
4,edge_device_004,500,tier_2,4,GDPR,0,32,edge_device,0.806,high,1000
5,hospital_005,5000,tier_1,64,HIPAA,4,128,tier1_hospital,0.984,high,50000
6,clinic_006,5000,tier_2,16,HIPAA,2,128,tier2_hospital,0.979,critical,5000
7,research_center_007,10000,tier_3,256,HIPAA,16,1024,research_center,0.99,standard,20000
8,mobile_unit_008,100,tier_1,16,GDPR,1,16,mobile_unit,0.876,high,5000
9,edge_device_009,50,tier_2,2,GDPR,0,16,edge_device,0.813,critical,2000
