node_id,latitude,longitude
0,44.013292,-92.504829
1,39.246392,-76.631424
2,37.422906,-122.142792
3,42.397664,-71.038247
4,34.101602,-118.234292
5,51.507527,-0.101853
6,48.888646,2.374837
7,35.693584,139.682194
8,1.314553,103.818469
9,-33.885474,151.160008
10,44.049644,-92.451187
11,39.259811,-76.61515
12,37.44495,-122.148556
13,42.364806,-71.07549
14,34.026458,-118.279287
15,51.524264,-0.166016
16,48.892542,2.353944
17,35.699956,139.646513
18,1.349652,103.803491
19,-33.841445,151.163039
