node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,16,512,tier1_hospital,0.998,critical,50000
1,clinic_001,2000,tier_2,16,local,2,128,tier2_hospital,0.918,standard,10000
2,research_center_002,20000,tier_3,256,GDPR,16,1024,research_center,0.99,standard,100000
3,mobile_unit_003,100,tier_1,16,HIPAA,1,32,mobile_unit,0.846,standard,1000
4,edge_device_004,50,tier_2,2,HIPAA,1,8,edge_device,0.872,standard,1000
5,hospital_005,5000,tier_1,128,GDPR,8,256,tier1_hospital,0.97,high,50000
6,clinic_006,1000,tier_2,16,local,8,64,tier2_hospital,0.94,critical,10000
7,research_center_007,20000,tier_3,64,PIPEDA,32,512,research_center,0.997,critical,50000
8,mobile_unit_008,500,tier_1,4,GDPR,1,64,mobile_unit,0.867,high,1000
9,edge_device_009,100,tier_2,4,PIPEDA,1,16,edge_device,0.758,critical,1000
10,hospital_010,10000,tier_1,64,HIPAA,16,256,tier1_hospital,0.976,high,20000
11,clinic_011,2000,tier_2,32,HIPAA,4,128,tier2_hospital,0.916,standard,10000
12,research_center_012,20000,tier_3,64,local,8,1024,research_center,0.991,high,100000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,2,32,mobile_unit,0.872,high,1000
14,edge_device_014,100,tier_2,8,local,1,16,edge_device,0.784,high,500
15,hospital_015,5000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.956,high,50000
16,clinic_016,2000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.959,critical,20000
17,research_center_017,20000,tier_3,256,PIPEDA,32,256,research_center,0.987,standard,50000
18,mobile_unit_018,100,tier_1,8,local,2,16,mobile_unit,0.894,standard,2000
19,edge_device_019,50,tier_2,2,GDPR,1,32,edge_device,0.706,critical,1000
