node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,HIPAA,8,512,tier1_hospital,0.985,standard,10000
1,clinic_001,2000,tier_2,64,HIPAA,2,128,tier2_hospital,0.949,critical,5000
2,research_center_002,5000,tier_3,256,HIPAA,16,512,research_center,0.986,standard,50000
3,mobile_unit_003,1000,tier_1,8,GDPR,1,64,mobile_unit,0.889,standard,5000
4,edge_device_004,500,tier_2,2,HIPAA,1,32,edge_device,0.778,high,1000
5,hospital_005,5000,tier_1,128,local,4,512,tier1_hospital,0.963,critical,20000
6,clinic_006,5000,tier_2,32,GDPR,2,256,tier2_hospital,0.96,standard,20000
7,research_center_007,20000,tier_3,128,PIPEDA,8,512,research_center,0.989,high,20000
8,mobile_unit_008,1000,tier_1,4,local,2,32,mobile_unit,0.777,standard,2000
9,edge_device_009,100,tier_2,8,HIPAA,0,8,edge_device,0.84,critical,1000
10,hospital_010,2000,tier_1,64,GDPR,16,512,tier1_hospital,0.977,high,10000
11,clinic_011,1000,tier_2,16,GDPR,2,256,tier2_hospital,0.912,standard,10000
12,research_center_012,20000,tier_3,256,HIPAA,16,512,research_center,0.984,critical,50000
13,mobile_unit_013,1000,tier_1,16,local,2,16,mobile_unit,0.834,standard,1000
14,edge_device_014,500,tier_2,8,GDPR,0,8,edge_device,0.814,standard,2000
15,hospital_015,10000,tier_1,128,GDPR,4,256,tier1_hospital,0.984,standard,20000
16,clinic_016,5000,tier_2,16,local,4,64,tier2_hospital,0.979,critical,10000
17,research_center_017,10000,tier_3,256,HIPAA,8,512,research_center,0.994,critical,20000
18,mobile_unit_018,500,tier_1,8,local,1,64,mobile_unit,0.832,high,5000
19,edge_device_019,500,tier_2,8,PIPEDA,0,32,edge_device,0.703,high,2000
