node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,2002,private,mayo_clinic,tier1_hospital,648
1,international,FedRAMP,oncology,1983,mixed,johns_hopkins,tier2_hospital,2308
2,international,ISO27001,cardiology,1962,research_grant,stanford_med,research_center,4130
3,regional,FedRAMP,neurology,1977,private,mass_general,mobile_unit,3196
4,international,HIPAA_compliant,pathology,2012,mixed,ucla_health,edge_device,4541
5,international,SOC2,radiology,2001,research_grant,mayo_clinic,tier1_hospital,1488
6,local,HIPAA_compliant,oncology,1998,research_grant,johns_hopkins,tier2_hospital,2270
7,national,SOC2,cardiology,2008,public,stanford_med,research_center,4576
8,international,ISO27001,neurology,1998,public,mass_general,mobile_unit,349
9,national,SOC2,pathology,1978,private,ucla_health,edge_device,3037
