node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.956,high,20000
1,clinic_001,2000,tier_2,64,HIPAA,2,128,tier2_hospital,0.948,high,20000
2,research_center_002,5000,tier_3,64,GDPR,16,1024,research_center,0.984,standard,50000
3,mobile_unit_003,500,tier_1,4,PIPEDA,2,64,mobile_unit,0.832,critical,5000
4,edge_device_004,500,tier_2,2,PIPEDA,1,8,edge_device,0.897,critical,2000
5,hospital_005,5000,tier_1,128,local,16,512,tier1_hospital,0.959,high,20000
6,clinic_006,2000,tier_2,16,GDPR,8,64,tier2_hospital,0.932,standard,20000
7,research_center_007,20000,tier_3,128,GDPR,16,1024,research_center,0.987,high,100000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,32,mobile_unit,0.808,critical,5000
9,edge_device_009,100,tier_2,8,GDPR,0,16,edge_device,0.869,high,1000
10,hospital_010,2000,tier_1,64,local,16,256,tier1_hospital,0.994,standard,10000
11,clinic_011,5000,tier_2,16,HIPAA,8,128,tier2_hospital,0.926,high,5000
12,research_center_012,20000,tier_3,64,GDPR,16,256,research_center,0.985,standard,20000
13,mobile_unit_013,1000,tier_1,4,local,2,32,mobile_unit,0.766,high,1000
14,edge_device_014,500,tier_2,2,GDPR,1,8,edge_device,0.814,high,2000
15,hospital_015,5000,tier_1,64,HIPAA,16,512,tier1_hospital,0.957,high,20000
16,clinic_016,2000,tier_2,32,GDPR,4,256,tier2_hospital,0.968,high,20000
17,research_center_017,20000,tier_3,64,HIPAA,16,256,research_center,0.995,critical,50000
18,mobile_unit_018,500,tier_1,4,local,2,64,mobile_unit,0.754,high,1000
19,edge_device_019,100,tier_2,2,HIPAA,1,16,edge_device,0.871,high,2000
20,hospital_020,2000,tier_1,128,HIPAA,4,512,tier1_hospital,0.97,standard,10000
21,clinic_021,2000,tier_2,16,GDPR,4,64,tier2_hospital,0.918,standard,5000
22,research_center_022,10000,tier_3,256,HIPAA,32,512,research_center,0.987,critical,100000
23,mobile_unit_023,500,tier_1,8,GDPR,1,64,mobile_unit,0.859,critical,2000
24,edge_device_024,50,tier_2,4,HIPAA,1,16,edge_device,0.717,standard,2000
25,hospital_025,5000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.978,critical,50000
26,clinic_026,1000,tier_2,32,HIPAA,4,64,tier2_hospital,0.962,standard,10000
27,research_center_027,5000,tier_3,256,HIPAA,32,1024,research_center,0.993,standard,20000
28,mobile_unit_028,100,tier_1,16,HIPAA,1,64,mobile_unit,0.822,standard,2000
29,edge_device_029,100,tier_2,4,HIPAA,0,32,edge_device,0.764,critical,1000
