node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,16,256,tier1_hospital,0.985,critical,10000
1,clinic_001,1000,tier_2,64,PIPEDA,8,256,tier2_hospital,0.927,high,20000
2,research_center_002,20000,tier_3,256,PIPEDA,16,256,research_center,0.983,standard,50000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,32,mobile_unit,0.88,critical,2000
4,edge_device_004,100,tier_2,4,PIPEDA,1,16,edge_device,0.884,high,500
5,hospital_005,10000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.961,high,10000
6,clinic_006,5000,tier_2,16,local,2,256,tier2_hospital,0.961,critical,5000
7,research_center_007,10000,tier_3,128,HIPAA,32,512,research_center,0.992,standard,50000
8,mobile_unit_008,100,tier_1,4,local,2,16,mobile_unit,0.765,standard,5000
9,edge_device_009,100,tier_2,2,PIPEDA,0,8,edge_device,0.853,critical,2000
