node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.997371,-92.423017,north_america,America/Chicago
1,Baltimore,USA,39.243177,-76.582965,europe,America/New_York
2,Palo Alto,USA,37.485806,-122.133166,asia_pacific,America/Los_Angeles
3,Boston,USA,42.33342,-71.015763,south_america,America/New_York
4,Los Angeles,USA,34.029389,-118.223489,africa,America/Los_Angeles
5,London,UK,51.53333,-0.098877,north_america,Europe/London
6,Paris,France,48.80851,2.314574,europe,Europe/Paris
7,Tokyo,Japan,35.669606,139.630495,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.310531,103.842754,south_america,Asia/Singapore
9,Sydney,Australia,-33.902199,151.242218,africa,Australia/Sydney
