edge,weight
0-1,5336.37
0-2,4351.87
0-3,4904.65
0-4,1995.44
0-5,4187.74
0-6,2093.86
0-7,114.84
0-8,4739.86
0-9,431.08
1-2,2334.66
1-3,5022.63
1-4,502.48
1-5,2185.46
1-6,2075.56
1-7,586.82
1-8,434.09
1-9,2117.14
2-3,1714.23
2-4,445.81
2-5,1649.83
2-6,1162.88
2-7,90.79
2-8,1183.54
2-9,99.16
3-4,118.01
3-5,2312.31
3-6,101.42
3-7,2341.54
3-8,843.17
3-9,5886.01
4-5,99.83
4-6,5777.82
4-7,5934.75
4-8,1652.56
4-9,2350.92
5-6,439.54
5-7,956.13
5-8,107.24
5-9,1847.98
6-7,1132.72
6-8,2187.06
6-9,584.11
7-8,442.24
7-9,517.66
8-9,1039.08
