node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.996971,-92.465352,north_america,America/Chicago
1,Baltimore,USA,39.252625,-76.571602,europe,America/New_York
2,Palo Alto,USA,37.435056,-122.096398,asia_pacific,America/Los_Angeles
3,Boston,USA,42.407496,-71.041999,south_america,America/New_York
4,Los Angeles,USA,34.0109,-118.277191,africa,America/Los_Angeles
5,London,UK,51.46694,-0.104937,north_america,Europe/London
6,Paris,France,48.851682,2.386001,europe,Europe/Paris
7,Tokyo,Japan,35.629813,139.624104,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.315983,103.798788,south_america,Asia/Singapore
9,Sydney,Australia,-33.913665,151.23179,africa,Australia/Sydney
10,Rochester,USA,44.051624,-92.452935,north_america,America/Chicago
11,Baltimore,USA,39.302589,-76.598294,europe,America/New_York
12,Palo Alto,USA,37.454839,-122.136183,asia_pacific,America/Los_Angeles
13,Boston,USA,42.389709,-71.073333,south_america,America/New_York
14,Los Angeles,USA,34.07176,-118.234938,africa,America/Los_Angeles
