node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,16,256,tier1_hospital,0.974,high,20000
1,clinic_001,1000,tier_2,64,GDPR,8,128,tier2_hospital,0.949,high,20000
2,research_center_002,20000,tier_3,256,HIPAA,32,1024,research_center,0.987,standard,100000
3,mobile_unit_003,1000,tier_1,8,local,1,64,mobile_unit,0.823,critical,2000
4,edge_device_004,500,tier_2,4,GDPR,0,32,edge_device,0.814,high,500
5,hospital_005,5000,tier_1,64,PIPEDA,4,128,tier1_hospital,0.961,critical,20000
6,clinic_006,2000,tier_2,32,local,4,128,tier2_hospital,0.936,high,20000
7,research_center_007,5000,tier_3,64,HIPAA,32,256,research_center,0.989,high,50000
8,mobile_unit_008,500,tier_1,16,GDPR,2,16,mobile_unit,0.843,critical,2000
9,edge_device_009,50,tier_2,8,HIPAA,0,16,edge_device,0.801,critical,2000
10,hospital_010,2000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.953,critical,20000
11,clinic_011,1000,tier_2,64,GDPR,8,64,tier2_hospital,0.973,high,5000
12,research_center_012,5000,tier_3,64,PIPEDA,16,1024,research_center,0.988,standard,100000
13,mobile_unit_013,100,tier_1,16,HIPAA,2,64,mobile_unit,0.828,standard,1000
14,edge_device_014,100,tier_2,8,GDPR,1,16,edge_device,0.787,high,1000
