edge,weight
0-1,403.57
0-2,400.85
0-3,418.86
0-4,972.9
0-5,451.31
0-6,4535.3
0-7,4204.17
0-8,2162.28
0-9,426.2
0-10,1195.0
0-11,577.68
0-12,93.36
0-13,5656.56
0-14,2285.85
1-2,1193.01
1-3,2218.07
1-4,80.09
1-5,4920.13
1-6,112.41
1-7,1183.29
1-8,2235.27
1-9,4419.11
1-10,1950.57
1-11,5700.42
1-12,932.42
1-13,1671.19
1-14,1788.86
2-3,1743.48
2-4,885.63
2-5,117.01
2-6,854.28
2-7,4414.78
2-8,106.37
2-9,404.15
2-10,2256.87
2-11,826.59
2-12,524.04
2-13,1781.64
2-14,933.97
3-4,548.08
3-5,81.88
3-6,880.38
3-7,5326.24
3-8,1909.75
3-9,400.04
3-10,89.21
3-11,4328.68
3-12,560.58
3-13,114.98
3-14,848.62
4-5,81.39
4-6,503.65
4-7,93.99
4-8,963.45
4-9,4426.91
4-10,5664.88
4-11,409.33
4-12,5255.29
4-13,4739.47
4-14,91.82
5-6,5932.62
5-7,506.43
5-8,2008.67
5-9,4412.88
5-10,1789.91
5-11,534.58
5-12,1975.23
5-13,81.41
5-14,91.21
6-7,4873.9
6-8,4730.65
6-9,553.18
6-10,1098.25
6-11,5796.95
6-12,1828.64
6-13,4431.36
6-14,927.99
7-8,2319.84
7-9,5001.33
7-10,102.11
7-11,579.3
7-12,93.94
7-13,2048.86
7-14,5907.28
8-9,563.56
8-10,1766.16
8-11,995.47
8-12,5261.57
8-13,1693.96
8-14,5669.05
9-10,2038.44
9-11,536.32
9-12,5710.7
9-13,109.68
9-14,1644.37
10-11,5270.62
10-12,434.74
10-13,892.05
10-14,1679.43
11-12,4379.96
11-13,482.55
11-14,551.1
12-13,581.03
12-14,2250.25
13-14,4006.37
