node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,FedRAMP,radiology,2004,public,mayo_clinic,tier1_hospital,4985
1,local,SOC2,oncology,2005,public,johns_hopkins,tier2_hospital,3344
2,national,SOC2,cardiology,1951,public,stanford_med,research_center,3359
3,international,ISO27001,neurology,2012,research_grant,mass_general,mobile_unit,1798
4,national,SOC2,pathology,1998,public,ucla_health,edge_device,3349
5,regional,ISO27001,radiology,2019,public,mayo_clinic,tier1_hospital,4733
6,regional,HIPAA_compliant,oncology,1999,mixed,johns_hopkins,tier2_hospital,4580
7,national,SOC2,cardiology,2003,public,stanford_med,research_center,2484
8,local,SOC2,neurology,1979,public,mass_general,mobile_unit,4704
9,national,ISO27001,pathology,1970,research_grant,ucla_health,edge_device,3948
