timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753365220.39944,1,10,"[9, 8, 6, 7, 4, 3]",6,0.6,0.6,"{9: 1.0, 8: 1.0, 6: 1.0, 7: 1.0, 4: 1.0, 3: 1.0}",,,
1753365232.1858797,2,10,"[0, 5, 4, 3, 8, 2]",6,0.6,0.6,"{0: 1.0, 5: 1.0, 4: 1.0, 3: 1.0, 8: 1.0, 2: 1.0}",,,
1753365243.097017,3,10,"[3, 4, 7, 2, 9, 1]",6,0.6,0.6,"{3: 1.0, 4: 1.0, 7: 1.0, 2: 1.0, 9: 1.0, 1: 1.0}",,,
1753365253.031116,4,10,"[9, 3, 6, 0, 2, 4]",6,0.6,0.6,"{9: 1.0, 3: 1.0, 6: 1.0, 0: 1.0, 2: 1.0, 4: 1.0}",,,
1753365257.8483934,5,10,"[4, 3, 6, 1, 0, 7]",6,0.6,0.6,"{4: 1.0, 3: 1.0, 6: 1.0, 1: 1.0, 0: 1.0, 7: 1.0}",,,
1753365263.3456638,6,10,"[5, 4, 3, 8, 7, 6]",6,0.6,0.6,"{5: 1.0, 4: 1.0, 3: 1.0, 8: 1.0, 7: 1.0, 6: 1.0}",,,
1753365268.9728181,7,10,"[6, 1, 0, 3, 9, 8]",6,0.6,0.6,"{6: 1.0, 1: 1.0, 0: 1.0, 3: 1.0, 9: 1.0, 8: 1.0}",,,
1753365274.638418,8,10,"[2, 4, 1, 8, 0, 9]",6,0.6,0.6,"{2: 1.0, 4: 1.0, 1: 1.0, 8: 1.0, 0: 1.0, 9: 1.0}",,,
1753365280.187594,9,10,"[8, 7, 1, 5, 4, 9]",6,0.6,0.6,"{8: 1.0, 7: 1.0, 1: 1.0, 5: 1.0, 4: 1.0, 9: 1.0}",,,
1753365285.848986,10,10,"[2, 6, 8, 9, 4, 5]",6,0.6,0.6,"{2: 1.0, 6: 1.0, 8: 1.0, 9: 1.0, 4: 1.0, 5: 1.0}",,,
