edge,weight
0-1,423.29
0-2,4232.77
0-3,502.04
0-4,4488.14
0-5,4905.63
0-6,1606.27
0-7,115.47
0-8,481.98
0-9,511.66
1-2,1064.42
1-3,5731.62
1-4,899.85
1-5,2155.6
1-6,5869.96
1-7,103.22
1-8,5943.05
1-9,2018.49
2-3,1971.17
2-4,433.16
2-5,959.14
2-6,4694.14
2-7,4794.45
2-8,5283.99
2-9,1901.15
3-4,85.09
3-5,87.33
3-6,913.48
3-7,554.99
3-8,4059.65
3-9,1006.18
4-5,5656.86
4-6,4402.84
4-7,474.69
4-8,4410.08
4-9,2244.53
5-6,2352.21
5-7,5798.04
5-8,1861.58
5-9,2045.63
6-7,2091.88
6-8,1006.44
6-9,91.87
7-8,5765.14
7-9,5015.39
8-9,1950.18
