node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,8,512,tier1_hospital,0.969,standard,20000
1,clinic_001,1000,tier_2,16,HIPAA,4,256,tier2_hospital,0.927,standard,20000
2,research_center_002,20000,tier_3,64,GDPR,32,256,research_center,0.982,standard,100000
3,mobile_unit_003,500,tier_1,8,PIPEDA,1,64,mobile_unit,0.885,standard,5000
4,edge_device_004,50,tier_2,4,GDPR,0,32,edge_device,0.837,high,1000
5,hospital_005,10000,tier_1,32,local,8,128,tier1_hospital,0.979,standard,50000
6,clinic_006,2000,tier_2,64,local,2,256,tier2_hospital,0.926,high,20000
7,research_center_007,5000,tier_3,128,PIPEDA,8,512,research_center,1.0,critical,50000
8,mobile_unit_008,500,tier_1,4,GDPR,1,32,mobile_unit,0.889,high,1000
9,edge_device_009,50,tier_2,2,local,0,32,edge_device,0.826,high,500
