node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,SOC2,radiology,1995,mixed,mayo_clinic,tier1_hospital,4467
1,regional,SOC2,oncology,1993,private,johns_hopkins,tier2_hospital,4887
2,regional,SOC2,cardiology,1993,public,stanford_med,research_center,2365
3,local,HIPAA_compliant,neurology,1975,research_grant,mass_general,mobile_unit,3634
4,national,FedRAMP,pathology,1974,private,ucla_health,edge_device,853
5,regional,ISO27001,radiology,1989,private,mayo_clinic,tier1_hospital,3741
6,local,ISO27001,oncology,1978,private,johns_hopkins,tier2_hospital,3632
7,international,FedRAMP,cardiology,1983,research_grant,stanford_med,research_center,4247
8,regional,SOC2,neurology,2004,mixed,mass_general,mobile_unit,1150
9,international,FedRAMP,pathology,1991,research_grant,ucla_health,edge_device,2543
10,international,HIPAA_compliant,radiology,1994,private,mayo_clinic,tier1_hospital,4448
11,local,ISO27001,oncology,1968,research_grant,johns_hopkins,tier2_hospital,4397
12,international,ISO27001,cardiology,1970,public,stanford_med,research_center,1377
13,national,HIPAA_compliant,neurology,1994,public,mass_general,mobile_unit,931
14,national,ISO27001,pathology,1955,mixed,ucla_health,edge_device,225
15,regional,HIPAA_compliant,radiology,2013,research_grant,mayo_clinic,tier1_hospital,3195
16,international,ISO27001,oncology,1953,research_grant,johns_hopkins,tier2_hospital,4694
17,national,ISO27001,cardiology,1986,public,stanford_med,research_center,73
18,local,FedRAMP,neurology,1973,public,mass_general,mobile_unit,3739
19,local,HIPAA_compliant,pathology,1985,public,ucla_health,edge_device,2015
