edge,weight
0-1,116.02
0-2,524.89
0-3,4313.14
0-4,583.31
0-5,2136.16
0-6,5206.19
0-7,2070.45
0-8,92.07
0-9,443.23
1-2,5110.05
1-3,1857.87
1-4,4620.33
1-5,865.53
1-6,4868.93
1-7,5340.86
1-8,4177.4
1-9,4666.75
2-3,1750.87
2-4,420.7
2-5,892.78
2-6,102.96
2-7,510.69
2-8,81.48
2-9,887.81
3-4,5116.2
3-5,4746.47
3-6,402.08
3-7,4953.93
3-8,4700.29
3-9,1006.85
4-5,5332.19
4-6,2043.18
4-7,4038.06
4-8,415.97
4-9,933.39
5-6,478.28
5-7,86.0
5-8,4708.6
5-9,93.48
6-7,566.6
6-8,482.6
6-9,1156.15
7-8,116.0
7-9,1748.49
8-9,5821.5
