node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,4,512,tier1_hospital,0.98,standard,50000
1,clinic_001,1000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.965,standard,20000
2,research_center_002,5000,tier_3,256,GDPR,8,512,research_center,0.991,standard,50000
3,mobile_unit_003,1000,tier_1,16,local,2,64,mobile_unit,0.87,critical,2000
4,edge_device_004,50,tier_2,2,PIPEDA,1,32,edge_device,0.889,critical,2000
5,hospital_005,5000,tier_1,128,local,16,512,tier1_hospital,0.957,critical,20000
6,clinic_006,2000,tier_2,32,HIPAA,2,128,tier2_hospital,0.948,critical,5000
7,research_center_007,5000,tier_3,128,GDPR,32,1024,research_center,0.996,critical,50000
8,mobile_unit_008,100,tier_1,8,GDPR,1,32,mobile_unit,0.887,critical,1000
9,edge_device_009,500,tier_2,8,local,1,8,edge_device,0.89,high,500
10,hospital_010,5000,tier_1,32,HIPAA,16,256,tier1_hospital,0.987,critical,10000
11,clinic_011,1000,tier_2,64,HIPAA,8,64,tier2_hospital,0.924,critical,20000
12,research_center_012,5000,tier_3,64,GDPR,32,1024,research_center,0.992,critical,50000
13,mobile_unit_013,100,tier_1,4,local,1,16,mobile_unit,0.817,high,1000
14,edge_device_014,100,tier_2,2,local,0,8,edge_device,0.814,high,500
