node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,16,512,tier1_hospital,0.98,critical,50000
1,clinic_001,1000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.978,critical,5000
2,research_center_002,10000,tier_3,256,PIPEDA,8,1024,research_center,0.99,high,50000
3,mobile_unit_003,100,tier_1,8,GDPR,1,16,mobile_unit,0.885,critical,5000
4,edge_device_004,100,tier_2,4,PIPEDA,0,16,edge_device,0.809,high,1000
5,hospital_005,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.991,critical,20000
6,clinic_006,1000,tier_2,16,local,4,256,tier2_hospital,0.938,critical,5000
7,research_center_007,20000,tier_3,256,GDPR,32,1024,research_center,0.981,critical,20000
8,mobile_unit_008,100,tier_1,16,HIPAA,2,32,mobile_unit,0.874,standard,5000
9,edge_device_009,500,tier_2,8,local,1,32,edge_device,0.861,critical,1000
10,hospital_010,2000,tier_1,128,local,8,128,tier1_hospital,0.961,high,10000
11,clinic_011,2000,tier_2,16,HIPAA,2,64,tier2_hospital,0.967,critical,5000
12,research_center_012,20000,tier_3,256,GDPR,16,1024,research_center,0.981,critical,20000
13,mobile_unit_013,1000,tier_1,4,PIPEDA,1,64,mobile_unit,0.784,standard,2000
14,edge_device_014,500,tier_2,2,local,0,32,edge_device,0.846,critical,1000
15,hospital_015,10000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.999,high,50000
16,clinic_016,2000,tier_2,32,local,4,64,tier2_hospital,0.923,critical,5000
17,research_center_017,20000,tier_3,256,local,32,256,research_center,0.998,high,20000
18,mobile_unit_018,100,tier_1,8,HIPAA,1,16,mobile_unit,0.856,high,1000
19,edge_device_019,500,tier_2,8,HIPAA,1,32,edge_device,0.819,standard,2000
