node_id,latitude,longitude
0,44.006286,-92.458923
1,39.320366,-76.592172
2,37.450066,-122.09747
3,42.362296,-71.046482
4,34.082522,-118.257608
5,51.504031,-0.152543
6,48.817847,2.344952
7,35.667596,139.68614
8,1.378765,103.843314
9,-33.834087,151.187737
10,43.975699,-92.49994
11,39.300859,-76.633929
12,37.45054,-122.150913
13,42.395267,-71.046152
14,34.091291,-118.212954
15,51.465491,-0.140314
16,48.840389,2.346829
17,35.636275,139.646663
18,1.362441,103.771521
19,-33.863527,151.190728
