node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,ISO27001,radiology,1997,private,mayo_clinic,tier1_hospital,2718
1,local,HIPAA_compliant,oncology,1989,private,johns_hopkins,tier2_hospital,520
2,local,ISO27001,cardiology,1959,private,stanford_med,research_center,1263
3,national,FedRAMP,neurology,1963,research_grant,mass_general,mobile_unit,1534
4,local,SOC2,pathology,2013,research_grant,ucla_health,edge_device,2628
5,regional,HIPAA_compliant,radiology,1968,private,mayo_clinic,tier1_hospital,1281
6,international,HIPAA_compliant,oncology,2003,public,johns_hopkins,tier2_hospital,723
7,international,SOC2,cardiology,1975,public,stanford_med,research_center,3430
8,local,FedRAMP,neurology,1973,private,mass_general,mobile_unit,1521
9,international,SOC2,pathology,1977,private,ucla_health,edge_device,3657
