node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,ISO27001,radiology,1966,public,mayo_clinic,tier1_hospital,378
1,national,SOC2,oncology,1987,research_grant,johns_hopkins,tier2_hospital,2909
2,regional,ISO27001,cardiology,1960,private,stanford_med,research_center,3827
3,regional,HIPAA_compliant,neurology,2012,private,mass_general,mobile_unit,1081
4,international,SOC2,pathology,1999,mixed,ucla_health,edge_device,3343
5,regional,FedRAMP,radiology,1988,public,mayo_clinic,tier1_hospital,3199
6,international,FedRAMP,oncology,1985,research_grant,johns_hopkins,tier2_hospital,870
7,international,HIPAA_compliant,cardiology,1968,public,stanford_med,research_center,876
8,regional,FedRAMP,neurology,1994,research_grant,mass_general,mobile_unit,979
9,local,ISO27001,pathology,2020,private,ucla_health,edge_device,1583
10,local,HIPAA_compliant,radiology,1993,research_grant,mayo_clinic,tier1_hospital,2864
11,local,ISO27001,oncology,1997,public,johns_hopkins,tier2_hospital,1316
12,national,HIPAA_compliant,cardiology,1967,private,stanford_med,research_center,3255
13,international,HIPAA_compliant,neurology,1959,public,mass_general,mobile_unit,4498
14,local,FedRAMP,pathology,2000,research_grant,ucla_health,edge_device,2543
15,local,ISO27001,radiology,1980,private,mayo_clinic,tier1_hospital,4676
16,regional,HIPAA_compliant,oncology,1958,public,johns_hopkins,tier2_hospital,4519
17,regional,SOC2,cardiology,1980,private,stanford_med,research_center,907
18,regional,ISO27001,neurology,1988,public,mass_general,mobile_unit,4642
19,national,ISO27001,pathology,2015,mixed,ucla_health,edge_device,300
