node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,FedRAMP,Rochester,USA,radiology,1993,research_grant,mayo_clinic,tier1_hospital,north_america,2258,America/Chicago
1,international,FedRAMP,Baltimore,USA,oncology,1991,public,johns_hopkins,tier2_hospital,europe,1622,America/New_York
2,national,HIPAA_compliant,Palo Alto,USA,cardiology,1990,mixed,stanford_med,research_center,asia_pacific,1693,America/Los_Angeles
3,national,ISO27001,Boston,USA,neurology,1977,private,mass_general,mobile_unit,south_america,3400,America/New_York
4,local,SOC2,Los Angeles,USA,pathology,1995,private,ucla_health,edge_device,africa,1272,America/Los_Angeles
5,regional,HIPAA_compliant,London,UK,radiology,1988,private,mayo_clinic,tier1_hospital,north_america,2470,Europe/London
6,international,HIPAA_compliant,Paris,France,oncology,2000,research_grant,johns_hopkins,tier2_hospital,europe,3460,Europe/Paris
7,local,SOC2,Tokyo,Japan,cardiology,2015,research_grant,stanford_med,research_center,asia_pacific,787,Asia/Tokyo
8,national,FedRAMP,Singapore,Singapore,neurology,2008,research_grant,mass_general,mobile_unit,south_america,4178,Asia/Singapore
9,local,ISO27001,Sydney,Australia,pathology,2017,private,ucla_health,edge_device,africa,3302,Australia/Sydney
10,regional,FedRAMP,Rochester,USA,radiology,1967,mixed,mayo_clinic,tier1_hospital,north_america,3096,America/Chicago
11,international,HIPAA_compliant,Baltimore,USA,oncology,1974,research_grant,johns_hopkins,tier2_hospital,europe,232,America/New_York
12,international,HIPAA_compliant,Palo Alto,USA,cardiology,1990,public,stanford_med,research_center,asia_pacific,72,America/Los_Angeles
13,regional,SOC2,Boston,USA,neurology,1983,mixed,mass_general,mobile_unit,south_america,1564,America/New_York
14,local,HIPAA_compliant,Los Angeles,USA,pathology,1997,research_grant,ucla_health,edge_device,africa,1498,America/Los_Angeles
15,local,FedRAMP,London,UK,radiology,1987,private,mayo_clinic,tier1_hospital,north_america,307,Europe/London
16,national,FedRAMP,Paris,France,oncology,2018,mixed,johns_hopkins,tier2_hospital,europe,3737,Europe/Paris
17,national,SOC2,Tokyo,Japan,cardiology,1993,public,stanford_med,research_center,asia_pacific,2463,Asia/Tokyo
18,international,ISO27001,Singapore,Singapore,neurology,1988,private,mass_general,mobile_unit,south_america,2768,Asia/Singapore
19,local,HIPAA_compliant,Sydney,Australia,pathology,2017,research_grant,ucla_health,edge_device,africa,155,Australia/Sydney
