node_id,latitude,longitude
0,44.039749,-92.452079
1,39.275728,-76.603615
2,37.484878,-122.179872
3,42.398619,-71.02487
4,34.060209,-118.28828
5,51.547795,-0.084794
6,48.828434,2.370746
7,35.693821,139.663725
8,1.314833,103.776976
9,-33.905139,151.251259
10,44.03561,-92.510511
11,39.336946,-76.598697
12,37.433186,-122.151955
13,42.409764,-71.034065
14,34.069752,-118.230764
15,51.470739,-0.136461
16,48.897556,2.306234
17,35.683807,139.607277
18,1.306911,103.860268
19,-33.914963,151.24006
