node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,local,4,512,tier1_hospital,0.966,critical,10000
1,clinic_001,5000,tier_2,32,HIPAA,8,128,tier2_hospital,0.973,high,20000
2,research_center_002,5000,tier_3,256,GDPR,32,256,research_center,0.99,standard,20000
3,mobile_unit_003,100,tier_1,8,GDPR,2,64,mobile_unit,0.791,high,2000
4,edge_device_004,500,tier_2,8,HIPAA,0,32,edge_device,0.765,critical,500
5,hospital_005,10000,tier_1,64,GDPR,8,256,tier1_hospital,0.987,critical,20000
6,clinic_006,5000,tier_2,64,GDPR,4,128,tier2_hospital,0.904,high,10000
7,research_center_007,20000,tier_3,128,HIPAA,32,512,research_center,0.997,high,20000
8,mobile_unit_008,100,tier_1,8,HIPAA,2,64,mobile_unit,0.754,critical,1000
9,edge_device_009,50,tier_2,2,GDPR,1,16,edge_device,0.774,high,500
10,hospital_010,2000,tier_1,64,local,8,256,tier1_hospital,0.982,critical,50000
11,clinic_011,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.96,critical,10000
12,research_center_012,10000,tier_3,64,local,32,256,research_center,0.991,critical,100000
13,mobile_unit_013,500,tier_1,16,PIPEDA,2,16,mobile_unit,0.838,critical,2000
14,edge_device_014,100,tier_2,8,GDPR,0,16,edge_device,0.765,standard,500
15,hospital_015,2000,tier_1,32,local,16,512,tier1_hospital,0.969,high,50000
16,clinic_016,2000,tier_2,32,local,8,128,tier2_hospital,0.936,high,20000
17,research_center_017,10000,tier_3,128,GDPR,32,512,research_center,0.988,standard,50000
18,mobile_unit_018,1000,tier_1,16,GDPR,2,32,mobile_unit,0.885,standard,5000
19,edge_device_019,500,tier_2,8,PIPEDA,1,16,edge_device,0.743,critical,2000
