timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753360423.2011256,1,20,"[13, 3, 6, 17, 9, 18, 16, 14, 11, 12, 1, 4]",12,0.6,0.6,"{13: 1.0, 3: 1.0, 6: 1.0, 17: 1.0, 9: 1.0, 18: 1.0, 16: 1.0, 14: 1.0, 11: 1.0, 12: 1.0, 1: 1.0, 4: 1.0}",,,
1753360439.9161468,2,20,"[17, 5, 18, 19, 9, 11, 16, 1, 12, 10, 6, 2]",12,0.6,0.6,"{17: 1.0, 5: 1.0, 18: 1.0, 19: 1.0, 9: 1.0, 11: 1.0, 16: 1.0, 1: 1.0, 12: 1.0, 10: 1.0, 6: 1.0, 2: 1.0}",,,
1753360452.4846187,3,20,"[16, 7, 19, 6, 12, 0, 9, 2, 15, 18, 1, 3]",12,0.6,0.6,"{16: 1.0, 7: 1.0, 19: 1.0, 6: 1.0, 12: 1.0, 0: 1.0, 9: 1.0, 2: 1.0, 15: 1.0, 18: 1.0, 1: 1.0, 3: 1.0}",,,
1753360465.75768,4,20,"[8, 7, 3, 6, 9, 18, 10, 1, 17, 13, 19, 15]",12,0.6,0.6,"{8: 1.0, 7: 1.0, 3: 1.0, 6: 1.0, 9: 1.0, 18: 1.0, 10: 1.0, 1: 1.0, 17: 1.0, 13: 1.0, 19: 1.0, 15: 1.0}",,,
1753360478.0133607,5,20,"[3, 11, 0, 2, 9, 17, 13, 18, 1, 15, 6, 8]",12,0.6,0.6,"{3: 1.0, 11: 1.0, 0: 1.0, 2: 1.0, 9: 1.0, 17: 1.0, 13: 1.0, 18: 1.0, 1: 1.0, 15: 1.0, 6: 1.0, 8: 1.0}",,,
1753360482.775278,6,20,"[6, 15, 5, 11, 3, 12, 17, 18, 8, 7, 4, 13]",12,0.6,0.6,"{6: 1.0, 15: 1.0, 5: 1.0, 11: 1.0, 3: 1.0, 12: 1.0, 17: 1.0, 18: 1.0, 8: 1.0, 7: 1.0, 4: 1.0, 13: 1.0}",,,
1753360487.7938404,7,20,"[10, 18, 2, 14, 6, 1, 13, 16, 17, 5, 15, 11]",12,0.6,0.6,"{10: 1.0, 18: 1.0, 2: 1.0, 14: 1.0, 6: 1.0, 1: 1.0, 13: 1.0, 16: 1.0, 17: 1.0, 5: 1.0, 15: 1.0, 11: 1.0}",,,
1753360491.6789398,8,20,"[4, 17, 19, 7, 6, 10, 13, 9, 14, 11, 5, 18]",12,0.6,0.6,"{4: 1.0, 17: 1.0, 19: 1.0, 7: 1.0, 6: 1.0, 10: 1.0, 13: 1.0, 9: 1.0, 14: 1.0, 11: 1.0, 5: 1.0, 18: 1.0}",,,
1753360496.7364013,9,20,"[8, 17, 7, 3, 13, 9, 4, 16, 12, 6, 5, 10]",12,0.6,0.6,"{8: 1.0, 17: 1.0, 7: 1.0, 3: 1.0, 13: 1.0, 9: 1.0, 4: 1.0, 16: 1.0, 12: 1.0, 6: 1.0, 5: 1.0, 10: 1.0}",,,
1753360501.762266,10,20,"[12, 0, 6, 3, 14, 17, 8, 9, 1, 4, 7, 10]",12,0.6,0.6,"{12: 1.0, 0: 1.0, 6: 1.0, 3: 1.0, 14: 1.0, 17: 1.0, 8: 1.0, 9: 1.0, 1: 1.0, 4: 1.0, 7: 1.0, 10: 1.0}",,,
