node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.012397,-92.46661,north_america,America/Chicago
1,Baltimore,USA,39.267473,-76.629697,europe,America/New_York
2,Palo Alto,USA,37.456718,-122.148647,asia_pacific,America/Los_Angeles
3,Boston,USA,42.359373,-71.076218,south_america,America/New_York
4,Los Angeles,USA,34.099729,-118.198357,africa,America/Los_Angeles
5,London,UK,51.481317,-0.140758,north_america,Europe/London
6,Paris,France,48.811277,2.368731,europe,Europe/Paris
7,Tokyo,Japan,35.651373,139.651923,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.354407,103.816943,south_america,Asia/Singapore
9,Sydney,Australia,-33.860268,151.254589,africa,Australia/Sydney
