node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,SOC2,radiology,1975,mixed,mayo_clinic,tier1_hospital,633
1,local,FedRAMP,oncology,1982,mixed,johns_hopkins,tier2_hospital,1603
2,international,SOC2,cardiology,1999,public,stanford_med,research_center,360
3,international,FedRAMP,neurology,1991,research_grant,mass_general,mobile_unit,1992
4,national,SOC2,pathology,1957,public,ucla_health,edge_device,1144
5,regional,HIPAA_compliant,radiology,2013,mixed,mayo_clinic,tier1_hospital,264
6,local,FedRAMP,oncology,1959,research_grant,johns_hopkins,tier2_hospital,161
7,national,FedRAMP,cardiology,1950,private,stanford_med,research_center,1703
8,national,ISO27001,neurology,1980,mixed,mass_general,mobile_unit,1405
9,national,ISO27001,pathology,2008,public,ucla_health,edge_device,4113
