timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753355626.6849918,1,5,"[2, 3, 4]",3,0.6,0.6,"{2: 1.0, 3: 1.0, 4: 1.0}",,,
1753355647.162314,2,5,"[3, 4, 2]",3,0.6,0.6,"{3: 1.0, 4: 1.0, 2: 1.0}",,,
1753355653.3301437,3,5,"[1, 4, 0]",3,0.6,0.6,"{1: 1.0, 4: 1.0, 0: 1.0}",,,
1753355676.8899689,4,5,"[1, 4, 2]",3,0.6,0.6,"{1: 1.0, 4: 1.0, 2: 1.0}",,,
1753355682.9204314,5,5,"[4, 3, 0]",3,0.6,0.6,"{4: 1.0, 3: 1.0, 0: 1.0}",,,
1753355690.3194017,6,5,"[3, 0, 2]",3,0.6,0.6,"{3: 1.0, 0: 1.0, 2: 1.0}",,,
1753355697.617377,7,5,"[0, 2, 4]",3,0.6,0.6,"{0: 1.0, 2: 1.0, 4: 1.0}",,,
1753355704.951017,8,5,"[2, 0, 4]",3,0.6,0.6,"{2: 1.0, 0: 1.0, 4: 1.0}",,,
1753355712.3094466,9,5,"[0, 4, 2]",3,0.6,0.6,"{0: 1.0, 4: 1.0, 2: 1.0}",,,
1753355719.7107022,10,5,"[0, 1, 3]",3,0.6,0.6,"{0: 1.0, 1: 1.0, 3: 1.0}",,,
