param_summary,round_num,source_node,target_node,timestamp,transfer_type
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,1,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,2,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,3,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,4,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,5,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,0,6,1749446394.729086,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,0,1749446394.7291505,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,2,1749446394.7291505,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,3,1749446394.7291505,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,4,1749446394.7291505,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,5,1749446394.7291505,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,1,6,1749446394.7291505,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,0,1749446394.7291799,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,1,1749446394.7291799,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,3,1749446394.7291799,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,4,1749446394.7291799,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,5,1749446394.7291799,parameter_transfer
"{'norm': 3.2917017936706543, 'mean': 0.00218238215893507, 'std': 0.11196470260620117}",1,2,6,1749446394.7291799,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,0,1749446394.7292068,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,1,1749446394.7292068,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,2,1749446394.7292068,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,4,1749446394.7292068,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,5,1749446394.7292068,parameter_transfer
"{'norm': 3.2916975021362305, 'mean': 0.0022027676459401846, 'std': 0.111964151263237}",1,3,6,1749446394.7292068,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,0,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,1,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,2,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,3,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,5,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,4,6,1749446394.7292333,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,0,1749446394.7292588,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,1,1749446394.7292588,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,2,1749446394.7292588,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,3,1749446394.7292588,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,4,1749446394.7292588,parameter_transfer
"{'norm': 3.2920680046081543, 'mean': 0.002205768134444952, 'std': 0.11197670549154282}",1,5,6,1749446394.7292588,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,0,1749446394.7292933,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,1,1749446394.7292933,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,2,1749446394.7292933,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,3,1749446394.7292933,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,4,1749446394.7292933,parameter_transfer
"{'norm': 3.291563034057617, 'mean': 0.002213769592344761, 'std': 0.11195936799049377}",1,6,5,1749446394.7292933,parameter_transfer
"{'norm': 3.2919771671295166, 'mean': 0.0022032333072274923, 'std': 0.11197365820407867}",2,0,1,1749446433.3433301,parameter_transfer
"{'norm': 3.2919771671295166, 'mean': 0.0022032333072274923, 'std': 0.11197365820407867}",2,0,2,1749446433.3433301,parameter_transfer
"{'norm': 3.2919771671295166, 'mean': 0.0022032333072274923, 'std': 0.11197365820407867}",2,0,3,1749446433.3433301,parameter_transfer
"{'norm': 3.2919771671295166, 'mean': 0.0022032333072274923, 'std': 0.11197365820407867}",2,0,4,1749446433.3433301,parameter_transfer
