node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.996731,-92.475595,north_america,America/Chicago
1,Baltimore,USA,39.259627,-76.655905,europe,America/New_York
2,Palo Alto,USA,37.485523,-122.129039,asia_pacific,America/Los_Angeles
3,Boston,USA,42.343305,-71.016646,south_america,America/New_York
4,Los Angeles,USA,34.037959,-118.272488,africa,America/Los_Angeles
5,London,UK,51.495828,-0.162275,north_america,Europe/London
6,Paris,France,48.855775,2.331466,europe,Europe/Paris
7,Tokyo,Japan,35.705078,139.650203,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.307275,103.780378,south_america,Asia/Singapore
9,Sydney,Australia,-33.81973,151.219917,africa,Australia/Sydney
10,Rochester,USA,44.01403,-92.444815,north_america,America/Chicago
11,Baltimore,USA,39.250562,-76.583503,europe,America/New_York
12,Palo Alto,USA,37.463331,-122.10594,asia_pacific,America/Los_Angeles
13,Boston,USA,42.329076,-71.017653,south_america,America/New_York
14,Los Angeles,USA,34.006672,-118.228823,africa,America/Los_Angeles
