edge,weight
0-1,5438.91
0-2,449.32
0-3,1026.21
0-4,1062.78
0-5,1024.46
0-6,896.39
0-7,1727.75
0-8,4650.82
0-9,444.75
0-10,2120.04
0-11,5875.86
0-12,495.06
0-13,4252.38
0-14,4734.73
1-2,503.41
1-3,448.11
1-4,2288.95
1-5,1620.08
1-6,585.68
1-7,4024.95
1-8,907.99
1-9,576.36
1-10,1186.26
1-11,4029.79
1-12,83.01
1-13,1086.83
1-14,410.2
2-3,481.34
2-4,586.11
2-5,4889.39
2-6,4253.39
2-7,98.87
2-8,4436.55
2-9,1103.74
2-10,1086.98
2-11,4052.88
2-12,1965.36
2-13,5322.18
2-14,849.29
3-4,115.73
3-5,4962.7
3-6,1912.5
3-7,97.45
3-8,427.53
3-9,5725.17
3-10,431.68
3-11,1601.81
3-12,1042.97
3-13,1604.72
3-14,836.47
4-5,1626.47
4-6,102.3
4-7,976.52
4-8,891.68
4-9,4792.33
4-10,95.86
4-11,87.51
4-12,529.57
4-13,4832.28
4-14,1787.81
5-6,4530.99
5-7,1032.37
5-8,1184.97
5-9,4441.78
5-10,116.88
5-11,4298.2
5-12,4099.82
5-13,1158.12
5-14,2108.01
6-7,83.23
6-8,506.82
6-9,449.16
6-10,494.17
6-11,968.83
6-12,1107.26
6-13,5572.61
6-14,4846.04
7-8,1746.11
7-9,2086.26
7-10,2054.72
7-11,938.63
7-12,514.8
7-13,4558.22
7-14,1160.07
8-9,518.47
8-10,82.37
8-11,1143.53
8-12,484.32
8-13,4247.33
8-14,1180.83
9-10,5273.03
9-11,113.37
9-12,2333.91
9-13,4585.08
9-14,548.15
10-11,461.35
10-12,1181.23
10-13,5597.06
10-14,474.12
11-12,905.07
11-13,871.29
11-14,1658.39
12-13,472.84
12-14,513.2
13-14,498.63
