node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,16,128,tier1_hospital,0.976,high,20000
1,clinic_001,2000,tier_2,64,local,4,64,tier2_hospital,0.935,critical,10000
2,research_center_002,20000,tier_3,64,local,16,256,research_center,0.998,standard,50000
3,mobile_unit_003,500,tier_1,8,local,1,16,mobile_unit,0.821,high,5000
4,edge_device_004,100,tier_2,2,local,1,16,edge_device,0.88,standard,1000
5,hospital_005,10000,tier_1,32,local,16,256,tier1_hospital,0.956,standard,10000
6,clinic_006,1000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.951,critical,5000
7,research_center_007,5000,tier_3,256,local,8,1024,research_center,0.985,high,100000
8,mobile_unit_008,1000,tier_1,8,PIPEDA,1,64,mobile_unit,0.839,critical,2000
9,edge_device_009,50,tier_2,8,GDPR,1,8,edge_device,0.758,high,2000
10,hospital_010,10000,tier_1,64,GDPR,4,512,tier1_hospital,0.966,critical,50000
11,clinic_011,5000,tier_2,64,GDPR,8,256,tier2_hospital,0.93,standard,10000
12,research_center_012,10000,tier_3,64,local,32,256,research_center,0.981,standard,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,64,mobile_unit,0.802,critical,2000
14,edge_device_014,100,tier_2,4,GDPR,0,32,edge_device,0.841,standard,2000
