node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,SOC2,Rochester,USA,radiology,2000,public,mayo_clinic,tier1_hospital,north_america,429,America/Chicago
1,international,ISO27001,Baltimore,USA,oncology,2016,public,johns_hopkins,tier2_hospital,europe,121,America/New_York
2,local,SOC2,Palo Alto,USA,cardiology,2017,public,stanford_med,research_center,asia_pacific,1252,America/Los_Angeles
3,regional,ISO27001,Boston,USA,neurology,1976,public,mass_general,mobile_unit,south_america,1394,America/New_York
4,international,HIPAA_compliant,Los Angeles,USA,pathology,1952,research_grant,ucla_health,edge_device,africa,1608,America/Los_Angeles
5,local,FedRAMP,London,UK,radiology,2014,public,mayo_clinic,tier1_hospital,north_america,4774,Europe/London
6,international,HIPAA_compliant,Paris,France,oncology,1980,public,johns_hopkins,tier2_hospital,europe,1677,Europe/Paris
7,national,HIPAA_compliant,Tokyo,Japan,cardiology,1998,mixed,stanford_med,research_center,asia_pacific,380,Asia/Tokyo
8,local,FedRAMP,Singapore,Singapore,neurology,2002,mixed,mass_general,mobile_unit,south_america,1423,Asia/Singapore
9,regional,FedRAMP,Sydney,Australia,pathology,1984,public,ucla_health,edge_device,africa,3670,Australia/Sydney
10,international,FedRAMP,Rochester,USA,radiology,1982,research_grant,mayo_clinic,tier1_hospital,north_america,2841,America/Chicago
11,regional,FedRAMP,Baltimore,USA,oncology,2010,public,johns_hopkins,tier2_hospital,europe,217,America/New_York
12,regional,FedRAMP,Palo Alto,USA,cardiology,1965,private,stanford_med,research_center,asia_pacific,1457,America/Los_Angeles
13,international,SOC2,Boston,USA,neurology,1995,mixed,mass_general,mobile_unit,south_america,298,America/New_York
14,national,HIPAA_compliant,Los Angeles,USA,pathology,2008,mixed,ucla_health,edge_device,africa,564,America/Los_Angeles
15,national,ISO27001,London,UK,radiology,1953,research_grant,mayo_clinic,tier1_hospital,north_america,1992,Europe/London
16,international,FedRAMP,Paris,France,oncology,1980,public,johns_hopkins,tier2_hospital,europe,1360,Europe/Paris
17,international,SOC2,Tokyo,Japan,cardiology,1963,research_grant,stanford_med,research_center,asia_pacific,724,Asia/Tokyo
18,local,ISO27001,Singapore,Singapore,neurology,1989,public,mass_general,mobile_unit,south_america,3369,Asia/Singapore
19,regional,HIPAA_compliant,Sydney,Australia,pathology,1984,mixed,ucla_health,edge_device,africa,1759,Australia/Sydney
