node_id,latitude,longitude
0,44.026035,-92.515218
1,39.333416,-76.63284
2,37.404736,-122.113697
3,42.384923,-71.03702
4,34.099871,-118.290926
5,51.479543,-0.094408
6,48.889983,2.358851
7,35.661315,139.657156
8,1.372879,103.837175
9,-33.842083,151.250472
10,43.990142,-92.430857
11,39.301107,-76.648152
12,37.463211,-122.149594
13,42.392168,-71.059917
14,34.023131,-118.254574
15,51.505399,-0.139687
16,48.839936,2.394517
17,35.658768,139.674707
18,1.315001,103.831529
19,-33.901156,151.205094
