node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,HIPAA,16,512,tier1_hospital,0.963,critical,50000
1,clinic_001,2000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.901,critical,20000
2,research_center_002,10000,tier_3,64,local,8,256,research_center,0.991,critical,50000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,32,mobile_unit,0.867,standard,1000
4,edge_device_004,100,tier_2,2,local,1,8,edge_device,0.804,high,500
5,hospital_005,2000,tier_1,64,HIPAA,8,512,tier1_hospital,0.979,high,50000
6,clinic_006,5000,tier_2,32,GDPR,8,128,tier2_hospital,0.933,standard,20000
7,research_center_007,10000,tier_3,64,HIPAA,8,256,research_center,0.985,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,2,16,mobile_unit,0.896,critical,2000
9,edge_device_009,500,tier_2,2,local,1,8,edge_device,0.712,critical,2000
10,hospital_010,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.961,critical,20000
11,clinic_011,5000,tier_2,32,GDPR,4,64,tier2_hospital,0.976,high,5000
12,research_center_012,10000,tier_3,256,PIPEDA,8,1024,research_center,0.996,critical,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,2,16,mobile_unit,0.83,standard,2000
14,edge_device_014,100,tier_2,8,HIPAA,1,8,edge_device,0.732,high,1000
15,hospital_015,2000,tier_1,128,local,16,512,tier1_hospital,0.957,high,50000
16,clinic_016,5000,tier_2,32,HIPAA,8,256,tier2_hospital,0.966,critical,5000
17,research_center_017,5000,tier_3,64,local,8,256,research_center,0.985,standard,100000
18,mobile_unit_018,500,tier_1,8,local,2,32,mobile_unit,0.823,critical,5000
19,edge_device_019,50,tier_2,8,local,1,32,edge_device,0.755,critical,1000
