node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,FedRAMP,Rochester,USA,radiology,1961,private,mayo_clinic,tier1_hospital,north_america,2488,America/Chicago
1,national,FedRAMP,Baltimore,USA,oncology,1973,research_grant,johns_hopkins,tier2_hospital,europe,4767,America/New_York
2,international,SOC2,Palo Alto,USA,cardiology,1961,private,stanford_med,research_center,asia_pacific,1296,America/Los_Angeles
3,regional,HIPAA_compliant,Boston,USA,neurology,1981,research_grant,mass_general,mobile_unit,south_america,405,America/New_York
4,national,HIPAA_compliant,Los Angeles,USA,pathology,1993,mixed,ucla_health,edge_device,africa,596,America/Los_Angeles
5,local,HIPAA_compliant,London,UK,radiology,1954,public,mayo_clinic,tier1_hospital,north_america,659,Europe/London
6,regional,ISO27001,Paris,France,oncology,1986,public,johns_hopkins,tier2_hospital,europe,2653,Europe/Paris
7,national,HIPAA_compliant,Tokyo,Japan,cardiology,1980,public,stanford_med,research_center,asia_pacific,118,Asia/Tokyo
8,regional,SOC2,Singapore,Singapore,neurology,2004,research_grant,mass_general,mobile_unit,south_america,1341,Asia/Singapore
9,national,HIPAA_compliant,Sydney,Australia,pathology,2009,mixed,ucla_health,edge_device,africa,3819,Australia/Sydney
