node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,16,512,tier1_hospital,1.0,high,10000
1,clinic_001,1000,tier_2,32,HIPAA,8,128,tier2_hospital,0.963,high,10000
2,research_center_002,5000,tier_3,256,PIPEDA,16,256,research_center,0.989,critical,50000
3,mobile_unit_003,1000,tier_1,4,GDPR,2,32,mobile_unit,0.776,high,2000
4,edge_device_004,100,tier_2,8,PIPEDA,1,32,edge_device,0.871,standard,1000
5,hospital_005,10000,tier_1,128,GDPR,4,512,tier1_hospital,0.984,high,50000
6,clinic_006,5000,tier_2,64,local,8,128,tier2_hospital,0.943,standard,5000
7,research_center_007,20000,tier_3,256,local,8,256,research_center,0.99,high,50000
8,mobile_unit_008,1000,tier_1,16,HIPAA,1,32,mobile_unit,0.766,high,1000
9,edge_device_009,500,tier_2,2,HIPAA,1,8,edge_device,0.894,high,500
10,hospital_010,2000,tier_1,64,HIPAA,16,512,tier1_hospital,0.967,standard,50000
11,clinic_011,2000,tier_2,32,local,4,128,tier2_hospital,0.936,standard,5000
12,research_center_012,5000,tier_3,64,local,8,512,research_center,0.988,critical,20000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,32,mobile_unit,0.855,high,1000
14,edge_device_014,500,tier_2,4,local,0,32,edge_device,0.746,high,1000
