activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749395312.3730853,1
aggregation,,True,,,1,GossipAvg,1749395323.2408578,
aggregation,,False,,,1,GossipAvg,1749395323.240865,
model_update,,,,4.397970036695123,1,,1749395323.5356016,
local_training,,,{},,2,,1749395323.8671913,1
aggregation,,True,,,2,GossipAvg,1749395325.5436869,
aggregation,,False,,,2,GossipAvg,1749395325.5436938,
model_update,,,,4.583290566606295,2,,1749395325.824731,
local_training,,,{},,3,,1749395326.1542995,1
aggregation,,True,,,3,GossipAvg,1749395327.707116,
aggregation,,False,,,3,GossipAvg,1749395327.7071228,
model_update,,,,4.580069608258446,3,,1749395327.9843261,
