param_summary,round_num,source_node,strategy_name,target_node,timestamp,transfer_type
"{'norm': 3.2164714336395264, 'mean': 0.007668015081435442, 'std': 0.18937723338603973}",1,0,,1,1749394622.943049,parameter_transfer
"{'norm': 3.199725866317749, 'mean': 0.00752505986019969, 'std': 0.1883954256772995}",1,1,,0,1749394622.943098,parameter_transfer
"{'norm': 3.180534601211548, 'mean': 0.007876401767134666, 'std': 0.18724922835826874}",1,2,,1,1749394622.9431157,parameter_transfer
"{'norm': 3.207838773727417, 'mean': 0.006475438829511404, 'std': 0.1889127641916275}",1,3,,2,1749394622.9431314,parameter_transfer
"{'norm': 3.1869916915893555, 'mean': 0.00737382797524333, 'std': 0.18765047192573547}",1,4,,3,1749394622.943146,parameter_transfer
"{'norm': 3.1955320835113525, 'mean': 0.008674473501741886, 'std': 0.18809862434864044}",1,5,,4,1749394622.94316,parameter_transfer
"{'norm': 3.1883797645568848, 'mean': 0.00882580317556858, 'std': 0.18766966462135315}",1,6,,5,1749394622.9431744,parameter_transfer
"{'norm': 3.216978073120117, 'mean': 0.008345733396708965, 'std': 0.18937844038009644}",1,7,,6,1749394622.943188,parameter_transfer
"{'norm': 3.2034912109375, 'mean': 0.009272918105125427, 'std': 0.18853963911533356}",1,8,,7,1749394622.9432015,parameter_transfer
"{'norm': 3.211129665374756, 'mean': 0.009783212095499039, 'std': 0.18896454572677612}",1,9,,8,1749394622.9432151,parameter_transfer
,1,1,GossipAvg,0,1749394622.943234,aggregation
,1,0,GossipAvg,1,1749394622.9432483,aggregation
,1,1,GossipAvg,2,1749394622.9432564,aggregation
,1,2,GossipAvg,3,1749394622.943263,aggregation
,1,3,GossipAvg,4,1749394622.943269,aggregation
,1,4,GossipAvg,5,1749394622.943275,aggregation
,1,5,GossipAvg,6,1749394622.9432807,aggregation
,1,6,GossipAvg,7,1749394622.943287,aggregation
,1,7,GossipAvg,8,1749394622.9433014,aggregation
,1,8,GossipAvg,9,1749394622.943307,aggregation
"{'norm': 3.2002956867218018, 'mean': 0.008128087036311626, 'std': 0.18840396404266357}",2,0,,1,1749394624.966426,parameter_transfer
"{'norm': 3.215388298034668, 'mean': 0.007776449900120497, 'std': 0.18930892646312714}",2,1,,0,1749394624.9664693,parameter_transfer
"{'norm': 3.2234432697296143, 'mean': 0.008350460790097713, 'std': 0.18975958228111267}",2,2,,1,1749394624.9664876,parameter_transfer
"{'norm': 3.2008869647979736, 'mean': 0.007532075047492981, 'std': 0.18846361339092255}",2,3,,2,1749394624.9665034,parameter_transfer
"{'norm': 3.2084662914276123, 'mean': 0.0079401396214962, 'std': 0.1888938844203949}",2,4,,3,1749394624.9665198,parameter_transfer
"{'norm': 3.2172343730926514, 'mean': 0.009070041589438915, 'std': 0.18936024606227875}",2,5,,4,1749394624.9665372,parameter_transfer
"{'norm': 3.221172332763672, 'mean': 0.008011658675968647, 'std': 0.18964025378227234}",2,6,,5,1749394624.966552,parameter_transfer
"{'norm': 3.207348585128784, 'mean': 0.007821896113455296, 'std': 0.18883289396762848}",2,7,,6,1749394624.966566,parameter_transfer
"{'norm': 3.194736957550049, 'mean': 0.0065896641463041306, 'std': 0.18813630938529968}",2,8,,7,1749394624.9665802,parameter_transfer
"{'norm': 3.2004878520965576, 'mean': 0.00827210582792759, 'std': 0.18840903043746948}",2,9,,8,1749394624.966593,parameter_transfer
,2,1,GossipAvg,0,1749394624.9666097,aggregation
,2,0,GossipAvg,1,1749394624.9666197,aggregation
,2,1,GossipAvg,2,1749394624.9666271,aggregation
,2,2,GossipAvg,3,1749394624.9666336,aggregation
,2,3,GossipAvg,4,1749394624.9666405,aggregation
,2,4,GossipAvg,5,1749394624.9666474,aggregation
,2,5,GossipAvg,6,1749394624.9666533,aggregation
,2,6,GossipAvg,7,1749394624.9666593,aggregation
,2,7,GossipAvg,8,1749394624.9666731,aggregation
,2,8,GossipAvg,9,1749394624.9666793,aggregation
"{'norm': 3.2147586345672607, 'mean': 0.007730225566774607, 'std': 0.1892736703157425}",3,0,,1,1749394627.0390728,parameter_transfer
"{'norm': 3.2176268100738525, 'mean': 0.00860956683754921, 'std': 0.18940488994121552}",3,1,,0,1749394627.0391128,parameter_transfer
"{'norm': 3.223432779312134, 'mean': 0.007271125912666321, 'std': 0.1898033767938614}",3,2,,1,1749394627.0391293,parameter_transfer
"{'norm': 3.2240400314331055, 'mean': 0.00816302839666605, 'std': 0.18980291485786438}",3,3,,2,1749394627.0391464,parameter_transfer
"{'norm': 3.2319514751434326, 'mean': 0.008449852466583252, 'std': 0.1902570128440857}",3,4,,3,1749394627.0391617,parameter_transfer
"{'norm': 3.205178737640381, 'mean': 0.008391032926738262, 'std': 0.1886804699897766}",3,5,,4,1749394627.0391748,parameter_transfer
"{'norm': 3.211592435836792, 'mean': 0.008543001487851143, 'std': 0.18905198574066162}",3,6,,5,1749394627.0391881,parameter_transfer
