node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,8,128,tier1_hospital,0.972,standard,20000
1,clinic_001,1000,tier_2,16,HIPAA,2,128,tier2_hospital,0.953,standard,20000
2,research_center_002,20000,tier_3,256,PIPEDA,8,512,research_center,0.985,high,50000
3,mobile_unit_003,500,tier_1,16,local,1,16,mobile_unit,0.853,high,1000
4,edge_device_004,100,tier_2,8,HIPAA,1,16,edge_device,0.831,high,2000
5,hospital_005,5000,tier_1,32,local,16,512,tier1_hospital,0.98,critical,20000
6,clinic_006,2000,tier_2,64,HIPAA,2,64,tier2_hospital,0.956,standard,20000
7,research_center_007,20000,tier_3,64,GDPR,32,256,research_center,0.988,high,100000
8,mobile_unit_008,1000,tier_1,16,local,2,16,mobile_unit,0.838,critical,5000
9,edge_device_009,100,tier_2,2,local,1,32,edge_device,0.839,critical,500
