node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.062288,-92.438245,north_america,America/Chicago
1,Baltimore,USA,39.338215,-76.567487,europe,America/New_York
2,Palo Alto,USA,37.491179,-122.170213,asia_pacific,America/Los_Angeles
3,Boston,USA,42.349592,-71.011274,south_america,America/New_York
4,Los Angeles,USA,34.046136,-118.208554,africa,America/Los_Angeles
5,London,UK,51.486598,-0.130276,north_america,Europe/London
6,Paris,France,48.811557,2.37627,europe,Europe/Paris
7,Tokyo,Japan,35.658769,139.653346,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.356753,103.797444,south_america,Asia/Singapore
9,Sydney,Australia,-33.829009,151.221463,africa,Australia/Sydney
