node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,GDPR,8,256,tier1_hospital,0.99,standard,10000
1,clinic_001,1000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.974,standard,5000
2,research_center_002,5000,tier_3,64,GDPR,16,1024,research_center,0.999,standard,20000
3,mobile_unit_003,500,tier_1,8,PIPEDA,2,16,mobile_unit,0.86,high,2000
4,edge_device_004,500,tier_2,4,PIPEDA,0,8,edge_device,0.851,standard,500
5,hospital_005,10000,tier_1,64,PIPEDA,8,512,tier1_hospital,0.962,high,20000
6,clinic_006,5000,tier_2,64,local,4,256,tier2_hospital,0.905,critical,20000
7,research_center_007,5000,tier_3,256,PIPEDA,8,512,research_center,0.984,critical,20000
8,mobile_unit_008,100,tier_1,16,GDPR,1,16,mobile_unit,0.859,high,1000
9,edge_device_009,100,tier_2,8,local,1,8,edge_device,0.862,standard,500
10,hospital_010,5000,tier_1,32,local,4,128,tier1_hospital,0.985,critical,10000
11,clinic_011,2000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.968,high,20000
12,research_center_012,20000,tier_3,256,GDPR,16,1024,research_center,0.985,critical,20000
13,mobile_unit_013,500,tier_1,16,HIPAA,1,32,mobile_unit,0.855,critical,5000
14,edge_device_014,100,tier_2,8,local,1,32,edge_device,0.732,standard,500
15,hospital_015,2000,tier_1,64,PIPEDA,8,256,tier1_hospital,0.996,standard,20000
16,clinic_016,1000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.955,standard,5000
17,research_center_017,20000,tier_3,256,PIPEDA,32,1024,research_center,0.991,high,20000
18,mobile_unit_018,1000,tier_1,8,PIPEDA,1,16,mobile_unit,0.884,standard,2000
19,edge_device_019,500,tier_2,2,PIPEDA,1,32,edge_device,0.744,standard,1000
