edge,weight
0-1,89.72
0-2,5611.91
0-3,851.26
0-4,2004.95
0-5,801.62
0-6,1856.98
0-7,93.98
0-8,442.64
0-9,4198.71
0-10,100.75
0-11,466.66
0-12,1932.58
0-13,827.12
0-14,2175.96
0-15,4444.64
0-16,91.16
0-17,411.64
0-18,507.6
0-19,856.37
1-2,1655.34
1-3,807.86
1-4,1673.88
1-5,551.65
1-6,2356.12
1-7,2116.7
1-8,443.79
1-9,4008.6
1-10,972.52
1-11,4655.31
1-12,469.79
1-13,589.72
1-14,97.89
1-15,4877.0
1-16,84.93
1-17,5819.91
1-18,538.45
1-19,117.03
2-3,1003.95
2-4,87.23
2-5,110.97
2-6,103.31
2-7,414.18
2-8,1033.19
2-9,844.45
2-10,2041.59
2-11,2380.66
2-12,5369.97
2-13,2251.54
2-14,855.16
2-15,502.42
2-16,107.94
2-17,4531.49
2-18,101.8
2-19,2128.74
3-4,2192.78
3-5,84.04
3-6,932.42
3-7,101.69
3-8,1048.29
3-9,88.23
3-10,5805.19
3-11,906.35
3-12,5847.47
3-13,102.22
3-14,1132.71
3-15,1949.52
3-16,97.52
3-17,2116.16
3-18,525.96
3-19,437.79
4-5,80.37
4-6,104.78
4-7,5805.71
4-8,82.88
4-9,113.03
4-10,856.73
4-11,5270.23
4-12,560.82
4-13,97.12
4-14,533.28
4-15,1942.06
4-16,460.16
4-17,577.85
4-18,1860.3
4-19,1666.67
5-6,114.72
5-7,5109.46
5-8,2118.33
5-9,980.71
5-10,119.37
5-11,5747.62
5-12,1958.54
5-13,876.84
5-14,1698.81
5-15,1114.15
5-16,569.53
5-17,114.13
5-18,1760.96
5-19,1660.79
6-7,93.91
6-8,108.67
6-9,4716.86
6-10,550.94
6-11,2019.35
6-12,1854.32
6-13,91.39
6-14,444.23
6-15,4604.98
6-16,1800.42
6-17,1865.02
6-18,2340.96
6-19,487.53
7-8,934.33
7-9,905.65
7-10,511.79
7-11,85.93
7-12,501.89
7-13,4750.82
7-14,583.12
7-15,2241.73
7-16,106.75
7-17,2064.11
7-18,2286.82
7-19,4136.56
8-9,564.83
8-10,103.86
8-11,4741.41
8-12,4546.02
8-13,4736.94
8-14,2063.91
8-15,595.19
8-16,562.3
8-17,949.8
8-18,4957.22
8-19,946.92
9-10,1081.33
9-11,5607.68
9-12,4097.92
9-13,1753.96
9-14,85.92
9-15,446.34
9-16,2057.05
9-17,117.84
9-18,572.8
9-19,978.13
10-11,92.88
10-12,115.67
10-13,2282.8
10-14,428.85
10-15,1021.14
10-16,80.97
10-17,99.95
10-18,94.12
10-19,906.18
11-12,4168.77
11-13,1011.41
11-14,547.12
11-15,1122.99
11-16,5547.18
11-17,5399.2
11-18,5052.06
11-19,821.0
12-13,2373.33
12-14,4530.26
12-15,943.43
12-16,105.39
12-17,427.56
12-18,5651.06
12-19,924.33
13-14,111.99
13-15,1075.5
13-16,109.75
13-17,592.54
13-18,456.77
13-19,112.16
14-15,5310.3
14-16,1183.92
14-17,2210.31
14-18,928.93
14-19,4249.72
15-16,833.85
15-17,5650.27
15-18,5549.32
15-19,98.14
16-17,101.78
16-18,1162.62
16-19,965.66
17-18,893.3
17-19,439.73
18-19,1806.75
