edge,weight
0-1,4439.64
0-2,1927.64
0-3,587.4
0-4,1164.38
0-5,118.36
0-6,103.61
0-7,5624.14
0-8,5305.61
0-9,2002.93
1-2,4388.27
1-3,5179.02
1-4,801.0
1-5,5508.49
1-6,82.21
1-7,838.11
1-8,1794.22
1-9,1065.24
2-3,106.58
2-4,1763.64
2-5,2019.2
2-6,450.1
2-7,4074.45
2-8,550.83
2-9,80.46
3-4,569.53
3-5,1162.99
3-6,4218.14
3-7,1062.88
3-8,450.59
3-9,1731.87
4-5,505.52
4-6,1015.57
4-7,5565.84
4-8,104.08
4-9,1605.35
5-6,2372.32
5-7,5148.36
5-8,925.02
5-9,2276.4
6-7,84.91
6-8,1102.11
6-9,510.5
7-8,464.74
7-9,4652.65
8-9,427.26
