node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,8,128,tier1_hospital,0.969,high,50000
1,clinic_001,1000,tier_2,16,HIPAA,2,64,tier2_hospital,0.978,critical,10000
2,research_center_002,10000,tier_3,64,HIPAA,8,512,research_center,0.996,standard,50000
3,mobile_unit_003,500,tier_1,16,GDPR,2,64,mobile_unit,0.843,high,2000
4,edge_device_004,100,tier_2,2,GDPR,1,16,edge_device,0.779,critical,500
5,hospital_005,10000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.977,critical,20000
6,clinic_006,1000,tier_2,32,HIPAA,2,128,tier2_hospital,0.911,standard,20000
7,research_center_007,20000,tier_3,128,GDPR,16,512,research_center,0.987,high,100000
8,mobile_unit_008,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.763,critical,1000
9,edge_device_009,500,tier_2,2,HIPAA,0,8,edge_device,0.708,standard,500
10,hospital_010,2000,tier_1,64,local,4,512,tier1_hospital,0.993,standard,10000
11,clinic_011,2000,tier_2,16,GDPR,8,64,tier2_hospital,0.953,high,20000
12,research_center_012,10000,tier_3,64,GDPR,32,256,research_center,0.999,standard,50000
13,mobile_unit_013,100,tier_1,16,GDPR,1,32,mobile_unit,0.883,high,2000
14,edge_device_014,500,tier_2,2,local,1,32,edge_device,0.898,critical,1000
