edge,weight
0-1,1895.37
0-2,587.85
0-3,5150.07
0-4,5177.92
0-5,2332.56
0-6,1054.96
0-7,4522.52
0-8,113.62
0-9,520.86
1-2,459.59
1-3,106.29
1-4,2044.97
1-5,84.72
1-6,1045.31
1-7,1774.99
1-8,446.13
1-9,1647.01
2-3,1660.69
2-4,1814.8
2-5,867.75
2-6,522.78
2-7,2014.75
2-8,2192.88
2-9,114.29
3-4,88.96
3-5,1965.28
3-6,89.91
3-7,1692.93
3-8,1031.05
3-9,80.31
4-5,5845.24
4-6,5391.63
4-7,104.57
4-8,5044.36
4-9,573.81
5-6,1175.29
5-7,4309.37
5-8,4612.36
5-9,818.17
6-7,564.33
6-8,1722.98
6-9,1950.67
7-8,1096.08
7-9,89.82
8-9,562.74
