node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,PIPEDA,16,128,tier1_hospital,0.97,standard,10000
1,clinic_001,1000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.971,critical,5000
2,research_center_002,10000,tier_3,64,HIPAA,32,1024,research_center,0.986,critical,50000
3,mobile_unit_003,500,tier_1,4,PIPEDA,1,16,mobile_unit,0.893,high,5000
4,edge_device_004,100,tier_2,2,GDPR,1,32,edge_device,0.778,critical,500
5,hospital_005,5000,tier_1,32,PIPEDA,8,128,tier1_hospital,0.952,standard,10000
6,clinic_006,5000,tier_2,64,HIPAA,8,128,tier2_hospital,0.958,standard,20000
7,research_center_007,5000,tier_3,64,local,16,512,research_center,0.984,high,100000
8,mobile_unit_008,500,tier_1,8,PIPEDA,2,32,mobile_unit,0.873,critical,5000
9,edge_device_009,50,tier_2,2,PIPEDA,1,8,edge_device,0.868,critical,2000
