timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753347401.6717982,1,5,[4],1,0.2,0.2,{4: 1.0},,,
1753347411.792233,2,5,[4],1,0.2,0.2,{4: 1.0},,,
1753347415.7304902,3,5,[4],1,0.2,0.2,{4: 1.0},,,
1753347419.6904943,4,5,[1],1,0.2,0.2,{1: 1.0},,,
1753347430.4888098,5,5,[4],1,0.2,0.2,{4: 1.0},,,
1753347434.7862172,6,5,[3],1,0.2,0.2,{3: 1.0},,,
1753347446.20497,7,5,[2],1,0.2,0.2,{2: 1.0},,,
1753347455.1618717,8,5,[0],1,0.2,0.2,{0: 1.0},,,
1753347467.3526666,9,5,[3],1,0.2,0.2,{3: 1.0},,,
1753347473.277352,10,5,[3],1,0.2,0.2,{3: 1.0},,,
