node_id,latitude,longitude
0,44.016024,-92.45154
1,39.308543,-76.63749
2,37.423833,-122.153563
3,42.38616,-71.085808
4,34.047999,-118.267054
5,51.517491,-0.159157
6,48.862068,2.320657
7,35.65698,139.69144
8,1.401871,103.854267
9,-33.891982,151.25475
10,43.981417,-92.442207
11,39.243945,-76.631631
12,37.444671,-122.142847
13,42.314755,-71.078911
14,34.02635,-118.205813
15,51.521596,-0.141808
16,48.855856,2.343426
17,35.644108,139.68445
18,1.400284,103.806881
19,-33.858406,151.204318
