node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,HIPAA_compliant,radiology,1984,mixed,mayo_clinic,tier1_hospital,1917
1,international,ISO27001,oncology,1959,public,johns_hopkins,tier2_hospital,2568
2,local,FedRAMP,cardiology,1976,private,stanford_med,research_center,2055
3,national,ISO27001,neurology,1972,mixed,mass_general,mobile_unit,1022
4,local,HIPAA_compliant,pathology,1992,research_grant,ucla_health,edge_device,806
5,international,SOC2,radiology,1991,research_grant,mayo_clinic,tier1_hospital,1207
6,national,ISO27001,oncology,1996,mixed,johns_hopkins,tier2_hospital,3254
7,international,FedRAMP,cardiology,2017,mixed,stanford_med,research_center,4633
8,regional,ISO27001,neurology,1978,private,mass_general,mobile_unit,2726
9,local,ISO27001,pathology,2019,research_grant,ucla_health,edge_device,2624
10,international,SOC2,radiology,2006,private,mayo_clinic,tier1_hospital,4853
11,regional,ISO27001,oncology,1959,public,johns_hopkins,tier2_hospital,1810
12,international,SOC2,cardiology,2017,research_grant,stanford_med,research_center,4552
13,local,FedRAMP,neurology,1990,mixed,mass_general,mobile_unit,1313
14,local,HIPAA_compliant,pathology,1997,public,ucla_health,edge_device,4067
