edge,weight
0-1,4621.41
0-2,2301.52
0-3,438.96
0-4,511.38
0-5,2050.08
0-6,2272.4
0-7,1601.21
0-8,4957.65
0-9,476.43
0-10,405.02
0-11,1187.57
0-12,107.27
0-13,2037.89
0-14,493.36
1-2,2219.53
1-3,902.7
1-4,106.62
1-5,1000.72
1-6,103.28
1-7,4750.9
1-8,878.13
1-9,1801.81
1-10,110.71
1-11,107.42
1-12,4965.98
1-13,4968.12
1-14,117.52
2-3,107.88
2-4,533.73
2-5,2213.86
2-6,2148.79
2-7,2184.21
2-8,2133.25
2-9,81.5
2-10,5491.06
2-11,1933.01
2-12,4137.8
2-13,83.01
2-14,1160.94
3-4,1947.2
3-5,945.27
3-6,1015.24
3-7,476.22
3-8,805.43
3-9,4230.24
3-10,80.51
3-11,5891.31
3-12,570.64
3-13,115.95
3-14,4975.66
4-5,1168.22
4-6,81.55
4-7,2366.94
4-8,108.94
4-9,1636.68
4-10,97.89
4-11,5216.81
4-12,834.29
4-13,95.96
4-14,1018.42
5-6,819.11
5-7,450.73
5-8,1695.71
5-9,2195.9
5-10,104.46
5-11,113.67
5-12,460.77
5-13,1745.09
5-14,103.47
6-7,924.44
6-8,119.21
6-9,83.33
6-10,2025.8
6-11,2334.25
6-12,508.57
6-13,89.39
6-14,83.12
7-8,912.06
7-9,432.95
7-10,1623.71
7-11,477.56
7-12,91.55
7-13,4133.97
7-14,4995.73
8-9,1195.33
8-10,108.91
8-11,976.75
8-12,5505.92
8-13,2005.77
8-14,437.79
9-10,592.89
9-11,903.45
9-12,1754.24
9-13,1796.23
9-14,480.31
10-11,113.52
10-12,91.3
10-13,5572.56
10-14,1081.78
11-12,1843.2
11-13,80.85
11-14,2131.37
12-13,2269.09
12-14,104.75
13-14,1609.78
