edge,weight
0-1,990.98
0-2,2313.61
0-3,410.0
0-4,119.3
0-5,1826.33
0-6,114.78
0-7,5265.64
0-8,98.07
0-9,5654.46
1-2,447.36
1-3,2288.82
1-4,4872.29
1-5,4394.38
1-6,86.28
1-7,89.42
1-8,4683.52
1-9,435.11
2-3,99.85
2-4,1952.82
2-5,2007.19
2-6,5746.7
2-7,591.03
2-8,836.08
2-9,1651.07
3-4,594.53
3-5,1058.08
3-6,1085.63
3-7,5369.12
3-8,1875.92
3-9,496.6
4-5,4199.48
4-6,480.92
4-7,1692.48
4-8,400.87
4-9,1029.64
5-6,84.68
5-7,5042.61
5-8,1129.49
5-9,406.24
6-7,1618.72
6-8,93.81
6-9,540.81
7-8,4494.61
7-9,1014.88
8-9,4659.08
