node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.982546,-92.5026,north_america,America/Chicago
1,Baltimore,USA,39.276772,-76.640594,europe,America/New_York
2,Palo Alto,USA,37.40526,-122.107386,asia_pacific,America/Los_Angeles
3,Boston,USA,42.387318,-71.013233,south_america,America/New_York
4,Los Angeles,USA,34.013346,-118.195393,africa,America/Los_Angeles
5,London,UK,51.527701,-0.093535,north_america,Europe/London
6,Paris,France,48.860554,2.34439,europe,Europe/Paris
7,Tokyo,Japan,35.656761,139.617828,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.367882,103.839578,south_america,Asia/Singapore
9,Sydney,Australia,-33.822704,151.222284,africa,Australia/Sydney
